ID	landslide	x	y	elevation	slope	relprecip	profcurv	plancurv	aspect_sin	aspect_cos	canopy	treetype	treeheight	treenumber	groundwater	precip	max_precip_3h	deposit_thickness	bedrock2	landforms2	deposit2	LogFlow
497	1	155520.0297	6868796.297	879.6065601	36.417736	200.9944	0.5066722	-0.696550488	-0.94337285	-0.33173436	100	3	76	2380	1.4210526	83.3654	10.772296	1	2	0	5	5.37989735354046
498	1	156338.8213	6869344.941	933.9660498	44.701637	205.86955	-5.6771464	-1.479197383	-0.08606865	0.9962892	98	2	135	1419	1.3541666	83.863	10.653803	1	5	1	5	4.02535169073515
499	1	156698.725	6869550.857	839.8460986	38.437878	205.86955	1.8673916	-0.893985331	-0.4082475	0.9128713	46	3	66	712	1.3541666	83.863	11.125006	1	5	1	5	2.56494935746154
500	1	157030.5425	6869659.284	823.5150806	47.02414	207.84198	-3.3847234	0.471507043	-0.31881222	0.9478179	95	3	91	1506	1.245283	84.7468	10.827982	1	5	0	5	6.12468339089421
501	1	157235.372	6869652.489	841.0615625	42.025913	207.84198	3.9029949	3.009449959	-0.25461027	0.96704376	87	3	99	1502	1.245283	84.7468	10.827982	1	5	1	5	6.61204103483309
502	1	157106.1416	6869934.179	582.7239893	32.16993	207.84198	0.6050798	-0.200369388	0.059207123	0.9982457	100	3	126	1697	1.245283	84.7468	10.827982	1	4	0	5	7.00940893270864
503	1	157919.4522	6869648.17	937.8295703	40.95563	207.84198	1.9976174	2.730820656	0.09336459	0.995632	95	3	68	2322	1.245283	84.7468	10.531048	1	2	1	5	5.44241771052179
504	1	158004.9252	6869592.51	995.6255176	35.447918	210.09724	-0.4511094	-7.046392441	0.17069818	0.98532337	73	3	90	1381	1.1694915	85.5633	10.531048	1	2	1	5	4.7361984483945
505	1	158626.0254	6869627.433	1032.325386	45.037754	210.09724	-1.4167993	-0.313322723	-0.23562855	0.9718432	60	3	68	1135	1.1694915	85.5633	10.531048	1	2	0	5	5.8111409929767
506	1	159294.6083	6869842.776	982.2491016	45.199158	212.50743	-4.4236445	2.742761612	-0.23448884	0.9721188	81	3	94	1176	1.1694915	88.2611	10.45022	1	2	1	5	5.63478960316925
507	1	193639.0201	6858674.342	613.2859229	36.16474	201.06546	0.12105101	-0.140491962	0.9768433	-0.21395598	96	2	172	1677	1.6842105	141.3771	11.141867	3	2	0	1	2.56494935746154
508	1	193608.137	6858653.776	616.5305615	42.311737	201.06546	-0.31828082	3.918047428	0.1408082	-0.9900369	29	2	97	379	1.6842105	141.3771	11.141867	3	2	0	1	4.12713438504509
509	1	193551.9762	6858584.843	605.1158398	32.0739	201.06546	3.7365243	-12.02041912	0.58698446	-0.8095982	98	2	159	1569	1.6842105	141.3771	11.141867	3	2	0	1	5.18738580584075
510	1	193569.4273	6858596.644	619.6418213	45.009686	201.06546	-0.41611493	6.822820663	-0.43102163	-0.9023416	32	2	124	1	1.6842105	141.3771	11.141867	3	2	0	1	2.70805020110221
511	1	193221.8996	6858634.389	631.6983813	46.20613	201.06546	-0.13970014	6.885514736	0.24979265	-0.9682993	37	3	115	444	1.6842105	141.3771	11.141867	3	2	1	1	3.55534806148941
512	1	193148.5424	6858640.841	642.234751	33.46607	201.06546	0.5635664	-0.809392631	0.63481116	-0.7726673	98	3	159	1770	1.6842105	141.3771	11.141867	3	2	1	1	6.92853781816467
513	1	193088.6667	6858643.313	651.0750098	28.49501	201.06546	1.4250509	-8.115691185	0.3051298	-0.9523108	82	3	136	1264	1.6842105	141.3771	11.141867	3	2	1	1	7.47873482556787
514	1	192847.0371	6858313.456	590.3370825	31.72975	201.17726	2.5569801	-2.853586197	0.99652076	0.0833449	67	3	135	830	1.5862069	140.4308	11.4910145	3	4	0	1	5.63121178182137
521	1	258181.2062	6858306.769	612.4251343	25.479237	139.47926	3.135379	0.431677848	0.17937483	-0.9837808	43	1	83	1055	1.4333333	114.548096	12.842064	2	5	0	1	9.3476645628394
522	1	258119.264	6858352.709	650.5891528	30.491285	139.47926	1.2548271	-0.740065396	0.5113824	-0.85935324	98	1	188	1591	1.4333333	114.548096	12.842064	2	5	0	1	4.46590811865458
523	1	258030.7957	6858249.767	619.323291	31.12601	139.47926	-7.1139216	2.644633055	0.46764037	-0.8839188	90	1	151	1209	1.4333333	114.548096	12.842064	2	5	0	1	7.41637847919293
524	1	257790.944	6858151.445	652.4409375	23.77656	136.26646	-8.26848	0.239449039	0.63668114	-0.77112716	46	2	87	404	1.5	113.0606	12.842064	2	5	0	1	4.85203026391962
527	1	233946.9347	6868763.218	1100.374717	44.845222	108.94133	3.5664468	-3.054862022	0.7020451	-0.7121325	0	3	0	0	1.3333334	122.6007	18.824911	3	4	0	1	4.00733318523247
529	1	234956.378	6869121.313	1058.704092	32.867073	109.281845	1.2901472	-4.705634117	0.49508783	-0.86884296	23	3	22	1171	1.3214285	125.9814	18.855146	3	4	1	1	4.91265488573605
530	1	235122.0473	6869119.019	1025.588625	36.113503	108.9551	-2.2109437	2.608948708	0.27246535	-0.9621656	75	3	45	1643	1.3584906	123.9515	18.855146	3	4	0	1	6.37842618365159
531	1	235391.61	6869173.862	997.3278271	34.10247	108.9551	-0.20468651	0.087911144	0.73729855	-0.67556703	81	3	38	1708	1.3584906	123.9515	18.78371	3	4	0	1	4.39444915467244
536	1	207554.1286	6965167.648	722.2047998	24.902838	95.772865	2.5263412	-1.847936273	-0.003693874	0.9999932	28	3	64	636	1.3913044	84.8266	6.637537	3	4	0	1	3.49650756146648
537	1	207768.2858	6964935.597	801.2068457	28.791935	97.25437	1.299365	-0.429375142	0.43600208	0.8999457	12	3	54	443	1.1136364	83.8888	6.637537	2	4	1	1	5.4553211153577
547	1	171302.2461	6900395.633	967.7861694	27.219727	224.86917	3.2868989	0.115639031	0.8049551	0.5933356	34	3	81	404	1.4545455	115.7203	13.997036	3	4	1	1	3.63758615972639
554	1	179108.9701	6850386.064	1130.885083	28.868843	180.84532	-2.516162	-3.750478268	0.07935412	-0.9968465	0	3	24	1075	1.4081633	166.29161	13.4224	3	5	1	1	6.73578001424233
556	1	181571.1013	6849694.195	949.2852417	35.966423	179.82245	1.3772782	-5.479958057	0.7785687	-0.6275594	71	2	150	437	1.6111112	155.09709	13.148349	3	3	1	1	1.6094379124341
557	1	190155.8578	6853488.214	697.1652368	28.883871	193.84012	1.7347764	0.358106494	0.14502807	-0.98942757	29	2	140	428	1.7083334	148.7498	11.986893	3	4	1	1	5.89715386763674
558	1	190423.6647	6853514.85	691.1459741	31.237846	193.84012	0.9859353	-6.136955261	0.10067607	-0.99491924	98	1	223	680	1.7083334	148.7498	11.986893	3	4	1	1	4.04305126783455
560	1	204952.8535	6872029.026	589.4956152	30.587776	164.9513	-2.6112823	-2.563303709	0.9092786	-0.416188	0	2	0	0	1.6206896	89.4733	8.432381	3	4	1	1	6.95939851213398
561	1	174213.8031	6740278.103	201.4242163	23.549614	154.9454	-8.953007	1.668483019	0.86428666	0.50299954	92	2	173	1305	1.882353	112.7879	10.553832	3	5	0	1	5.13579843705026
563	1	98556.82454	6797800.689	641.0518604	44.55363	152.02023	-3.7173166	3.597722292	-0.24925627	-0.96843755	100	3	110	1202	1.0769231	86.1775	9.558058	3	3	1	4	8.39615486303918
564	1	218174.8036	6865183.265	598.0153809	46.674988	134.84297	8.047391	-1.858859181	0.68851	-0.7252269	89	2	233	295	1.4782609	100.8358	11.25316	1	4	0	5	3.63758615972639
565	1	218195.2053	6865189.175	590.8751636	40.62673	134.84297	1.3824798	-2.152432442	0.5430262	-0.8397157	98	2	206	1286	1.4782609	100.8358	11.25316	1	4	0	5	3.78418963391826
567	1	237604.7329	6682558.593	145.6101135	27.848473	100.56454	-3.2498713	2.278942108	0.59396833	0.8044884	93	1	159	1579	1.6521739	86.27	10.047026	3	4	1	2	3.09104245335832
568	1	195374.0922	6892371.968	657.7614722	28.87453	184.7487	0.6823951	0.757815063	-0.53112036	-0.8472964	76	1	133	1219	1.6666666	104.5866	7.522057	2	2	1	1	7.10987946307227
571	1	184512.4337	6775493.102	657.9291992	23.996468	132.39777	-0.383201	-2.130769253	-0.3266145	-0.94515765	0	3	37	514	1.4054054	114.9912	16.079552	2	2	1	1	7.89207842124812
573	0	235552.5	6723457.5	431.622041	28.090853	156.86833	5.578662	0.151054546	-0.97741205	0.21134256	100	1	211	1321	1.4857143	155.9352	13.902153	3	4	1	1	6.27476202124194
575	0	217662.5	6757582.5	839.4765234	25.066256	150.44928	-1.2827985	-1.37315011	0.4980266	0.86716175	60	1	118	996	1.3061224	145.6584	14.06168	2	4	0	1	3.78418963391826
576	0	78712.5	6782247.5	787.6852856	35.963917	116.3899	1.6670357	-2.911567688	0.6477064	0.76189	42	3	55	914	0.81578946	73.3916	10.5502825	1	3	0	5	5.04985600724954
579	0	141482.5	6881347.5	547.3694556	27.84734	165.25507	-1.6721042	0.450971901	0.70515764	0.7090506	0	2	47	536	1.12	73.1518	9.787223	1	4	0	5	9.15196945864985
580	0	108667.5	6790167.5	430.2500415	25.108486	162.81087	8.926168	-7.647982597	0.64356697	0.7653898	89	3	110	1845	1	99.4733	7.3398256	1	3	0	5	4.4188406077966
581	0	206267.5	6849377.5	1028.144531	37.798687	192.71735	1.1283458	-2.479427576	0.81769574	-0.5756507	100	3	91	1929	1.4130435	182.6754	14.129249	2	4	1	1	2.99573227355399
582	0	225487.5	6712402.5	532.5037842	37.037937	156.1743	0.83172935	-5.248612404	0.99522877	0.09756868	89	2	169	1079	1.4318181	164.73149	14.40388	1	4	1	5	3.2188758248682
583	0	240737.5	6721657.5	393.5011011	37.046078	155.29079	-2.5690975	-1.402403116	0.9939373	-0.10994815	98	1	227	1252	1.5151515	143.9106	15.008773	2	4	1	1	4.31748811353631
584	0	204337.5	6855992.5	532.4065259	29.871754	195.15012	1.1694407	-3.177473307	-0.99923193	0.03918599	81	2	159	879	1.7647059	156.3588	11.385575	3	2	0	1	3.40119738166216
585	0	207917.5	6772627.5	560.3634326	30.99687	141.63373	1.0705284	-0.094081044	-0.47797582	-0.87837297	95	1	238	672	1.4666667	145.6405	16.419594	3	5	1	1	3.40119738166216
586	0	161002.5	6752217.5	761.2840625	28.477476	144.60086	-2.4907024	0.729912937	0.39756292	0.91757494	100	1	107	2625	1.4857143	123.5665	8.666504	3	4	1	1	2.89037175789616
588	0	185517.5	6742807.5	1037.846123	29.272083	162.8321	13.510527	-3.089981079	0.46153083	-0.8871242	60	3	99	1367	1.3137255	136.3627	9.772995	1	5	0	5	3.13549421592915
592	0	58942.5	6730477.5	611.0499072	38.460552	99.21085	1.5836854	-3.739361525	-0.90262496	0.4304279	76	3	61	1037	0.71428573	79.8395	4.096519	1	4	0	5	6.64509096950564
593	0	183602.5	6789447.5	772.3458032	25.632658	126.624886	-1.5443588	1.018990755	-0.85181683	-0.5238398	96	1	182	1784	1.4102564	105.1445	12.456465	1	2	1	5	4.23410650459726
594	0	105987.5	6807157.5	718.3644946	38.597847	151.10823	-2.8318996	-1.383745313	-0.83012605	-0.55757576	81	3	94	933	1.1	113.9364	9.259461	2	4	0	1	5.48893772615669
595	0	217562.5	6849377.5	686.3513843	39.037292	156.98984	-5.9679813	0.635192513	0.23704965	-0.97149754	0	1	0	0	1.3888888	111.929504	10.461017	2	1	1	5	5.40717177146012
596	0	134762.5	6738612.5	749.6196411	28.895248	147.91443	0.42539126	0.633779943	-0.6518942	-0.7583099	93	1	204	1013	1.1794872	123.4666	11.86774	3	4	1	4	5.19295685089021
597	0	198527.5	6766562.5	667.5353638	28.397385	153.8437	-0.92715096	1.969352961	-0.9338253	-0.35772935	84	1	155	1694	1.3095238	140.8302	19.89092	2	4	1	1	5.39362754635236
598	0	158477.5	6743022.5	588.0140674	30.693357	156.98018	-1.0657874	-0.034986664	-0.04289416	-0.99907964	95	2	163	991	1.4285715	124.7772	8.848645	1	4	1	5	4.96284463025991
599	0	131067.5	6732537.5	849.6357617	26.101118	151.7008	-0.005490694	1.144265175	0.037298046	-0.9993042	53	3	92	533	1.1707317	121.6809	10.954148	3	4	1	1	4.77068462446567
600	0	226367.5	6701772.5	530.0693896	30.667276	149.31282	3.3138986	-2.142439365	0.99859893	-0.052917115	45	1	106	903	1.5609756	160.3353	15.658806	2	4	0	1	4.82028156560504
601	0	98372.5	6810012.5	651.4183667	34.506073	133.6826	-0.9598739	2.018944502	-0.655187	-0.7554667	96	2	130	1083	0.96363634	83.914795	6.860361	1	4	0	5	5.38449506278909
602	0	254237.5	6720447.5	578.0687402	23.508097	145.78288	0.7224899	-0.417539388	0.7027388	-0.71144795	1	1	50	156	1.6756756	142.9736	11.184584	1	4	1	5	3.78418963391826
603	0	147792.5	6797692.5	630.9594507	28.134638	167.67557	0.40899256	0.472576529	0.1268812	0.9919179	100	1	101	2156	1.4418604	154.6712	11.909237	3	2	0	1	4.38202663467388
604	0	210367.5	6862327.5	769.8348071	26.93472	167.38092	-0.13897921	0.039331336	-0.6475358	-0.7620351	100	2	188	1241	1.617647	109.1579	14.658673	2	2	0	3	5.27299955856375
605	0	225052.5	6742292.5	701.6808057	27.09806	148.10393	0.42753035	-0.94675678	-0.9661566	0.2579562	59	1	116	1000	1.3043479	171.106	9.455008	2	4	1	1	2.484906649788
606	0	107132.5	6791772.5	707.6180469	42.099	163.73366	-7.2862444	7.742554665	0.99805254	0.062378965	89	2	165	385	1.0869565	97.4679	6.903122	2	3	1	1	8.82849412946665
607	0	117992.5	6790967.5	579.7032349	28.651495	159.15205	0.17819098	-2.432717323	0.22884321	0.9734633	95	3	104	1025	1.0833334	116.4004	6.652338	3	4	0	4	8.62083222617572
609	0	99007.5	6789292.5	899.0668652	37.66857	155.46024	-3.4402578	2.250103474	-0.82143617	0.57030046	82	3	64	2119	1	84.3741	8.708324	3	3	0	4	6.22455842927536
610	0	198522.5	6767617.5	827.1136401	40.678543	151.7513	-0.042572647	-0.121967182	-0.89911056	-0.43772158	68	1	146	1027	1.2954545	143.7881	20.629244	2	4	1	1	4.29045944114839
611	0	152542.5	6798187.5	722.7064893	34.275642	163.59071	-0.8526806	1.595307708	0.78373075	-0.6211007	100	3	141	1366	1.5	139.7387	11.772351	2	2	0	1	4.00733318523247
612	0	200022.5	6868712.5	697.3112427	31.763044	186.33897	-1.2666552	0.951655328	-0.8772905	-0.47995982	70	2	85	634	1.6538461	103.8308	9.27367	1	2	0	5	2.63905732961526
613	0	208552.5	6753727.5	768.1144751	36.724503	162.3601	-1.032285	2.258271694	-0.9903377	-0.13867648	93	1	176	1020	1.4102564	145.1201	11.117005	2	4	0	1	2.39789527279837
614	0	203072.5	6751257.5	663.509751	30.12585	165.38547	-1.3287414	0.459989011	0.9262534	0.37690142	35	1	137	770	1.3888888	152.5165	9.597355	3	4	1	1	2.56494935746154
615	0	183912.5	6879367.5	675.8337549	34.364594	177.84169	3.2324321	-7.297616482	0.9954322	-0.095470995	98	3	130	2098	1.7241379	115.0916	11.903923	3	2	0	1	3.29583686600433
616	0	207997.5	6860322.5	710.4384326	31.924284	179.84557	2.53114	-1.969592452	0.2790804	0.9602677	78	3	110	904	1.6896552	128.7835	14.953653	2	2	0	1	6.00635315960173
617	0	201262.5	6886662.5	817.6902954	32.54128	179.50443	-1.1072546	0.341807872	-0.5147095	0.85736465	67	1	131	516	1.7096775	94.793	8.688206	3	3	0	1	8.06274790108635
618	0	135582.5	6733907.5	738.3717383	31.856457	161.16321	0.042210903	1.649701118	0.5459166	0.8378395	75	1	206	784	1.1555556	128.253	12.906811	2	4	1	1	3.93182563272433
619	0	220822.5	6740342.5	628.0710449	26.45021	150.35329	-4.794667	5.804131985	-0.9896602	0.14343166	59	1	131	952	1.2820513	157.8642	8.077465	2	4	1	1	3.87120101090789
620	0	159142.5	6739702.5	676.0683325	34.86217	162.43735	-1.32246	0.596036017	0.2769155	-0.9608943	25	2	117	712	1.4193548	127.0593	9.334294	2	4	1	1	4.83628190695148
621	0	231087.5	6709232.5	371.4128125	27.60101	155.70634	-9.828846	2.735269785	-0.982387	0.18685772	64	1	123	1538	1.6363636	157.432	13.510798	2	4	1	1	5.78996017089725
622	0	238432.5	6736447.5	478.978551	23.56989	152.41895	-1.2073272	0.613180578	-0.5590358	-0.8291435	100	1	173	1738	1.25	172.8051	12.24685	3	4	1	1	5.14749447681345
623	0	170077.5	6729692.5	672.9033984	24.96707	154.42542	2.3722045	-1.205139279	-0.058746196	-0.99827296	98	2	202	802	1.5555556	120.881	10.052314	3	4	1	1	3.25809653802148
624	0	157727.5	6739152.5	702.1170532	35.259678	163.30505	1.6356744	-6.689296246	0.58629537	-0.8100974	96	1	192	552	1.3170732	126.7292	9.457698	3	4	0	1	6.43294009273918
625	0	143842.5	6737137.5	723.0270435	29.645765	165.16284	0.5618789	-0.16119726	0.61759305	-0.78649783	100	1	212	1098	1.2666667	129.935	12.971813	1	4	1	5	5.09375020080676
626	0	212872.5	6855052.5	497.2715503	43.202194	178.19331	7.0041213	0.95576185	-0.96736103	-0.2534021	95	2	136	816	1.6428572	127.7258	10.746732	2	4	0	5	5.31320597904179
627	0	243082.5	6731222.5	489.0318298	31.784904	153.94397	3.8571162	-0.956887603	0.91761434	-0.39747187	0	2	45	404	1.2972972	149.6722	13.226672	2	4	1	1	6.76619171466035
628	0	113312.5	6787022.5	725.9394165	34.530598	157.78053	0.9030867	-5.15175724	-0.78156453	-0.62382436	81	3	66	1709	1.122807	108.0003	8.23793	1	4	0	5	4.63472898822964
629	0	158757.5	6796957.5	569.4112036	25.937662	158.94095	0.013525645	0.335615486	-0.9056967	-0.42392632	48	2	83	908	1.4411764	133.968	12.16798	2	4	0	1	3.52636052461616
630	0	211022.5	6760597.5	432.6670825	32.60013	156.0127	-7.421086	4.811565399	0.94909567	0.31498796	89	1	194	540	1.3793104	144.8831	12.342598	2	4	0	1	5.95583736946483
631	0	120307.5	6791027.5	549.3497144	22.577295	157.32187	1.8560672	0.819534004	-0.99983126	0.018371036	89	3	128	901	1.0294118	115.2358	6.808827	3	4	0	2	2.30258509299405
632	0	262127.5	6859467.5	521.2020825	25.380327	150.5111	0.6947549	0.727245092	0.99972284	0.023541378	93	1	170	1071	1.4814814	120.9605	14.475486	3	4	1	1	2.19722457733622
634	0	226497.5	6737462.5	505.5924146	29.27518	150.77725	5.675808	0.933962405	-0.32071295	0.94717646	0	1	0	0	1.2368422	164.9018	8.386564	3	4	1	1	12.9393992141831
635	0	221262.5	6739362.5	539.7139453	35.9002	150.26242	-7.252356	3.284811974	0.98905575	0.1475422	62	2	134	513	1.1621622	160.1825	8.246807	2	4	1	1	2.94443897916644
636	0	176987.5	6734342.5	548.046377	22.51149	152.981	1.8363764	-0.014541513	-0.91392905	-0.40587395	76	2	148	415	1.6666666	107.0213	10.8350315	2	4	1	1	4.65396035015752
637	0	118502.5	6790997.5	538.0102759	23.6113	158.4754	-2.54188	-0.220747158	-0.19789594	0.98022306	98	3	95	1194	1.0877193	117.43919	6.652338	3	4	0	4	1.94591014905531
638	0	210087.5	6765852.5	690.1416626	26.130787	151.43683	4.6374593	-0.412697017	-0.974187	-0.22574235	90	1	155	1538	1.3571428	143.424	16.72707	2	4	0	1	7.22183582528845
639	0	225847.5	6704577.5	704.2085303	26.149473	152.16046	0.005780557	0.15125908	0.99758	-0.069528036	18	1	78	181	1.462963	169.054	15.651019	2	4	1	1	2.89037175789616
640	0	211217.5	6765857.5	881.0470459	29.331194	150.41393	-9.179084	6.183640957	-0.4545589	-0.8907167	48	1	125	451	1.3111111	144.0209	17.581017	2	5	0	1	2.484906649788
641	0	207137.5	6759842.5	714.0945386	32.181877	160.69221	4.7851214	1.809769869	0.31438625	-0.94929516	75	1	115	1090	1.3947369	152.7435	11.372759	3	5	1	1	3.36729582998647
643	0	142567.5	6803532.5	768.2257251	25.113691	160.23538	1.4757776	-2.004349232	0.524606	0.8513451	90	3	95	1280	1.2826087	110.352104	8.890334	2	2	0	1	4.88280192258637
644	0	226557.5	6740397.5	678.5359961	30.80763	148.93562	-14.100649	6.949907303	0.9110214	0.41235906	62	1	123	926	1.2954545	169.7385	8.915291	2	4	0	1	1.6094379124341
645	0	166847.5	6738717.5	833.8057471	24.882338	158.70663	0.81497973	-0.570762455	0.40925172	0.9124215	84	1	167	1055	1.3255814	128.1902	9.568035	2	4	1	1	8.11102783819368
646	0	214622.5	6859867.5	822.8165283	22.134655	164.32198	2.3710966	-4.469889641	-0.98665017	-0.1628542	90	1	150	1416	1.6129032	117.0122	13.107898	1	2	0	5	10.7944194499434
647	0	148912.5	6923142.5	882.0223706	22.838585	152.8708	-0.9760915	2.240031481	-0.74742323	-0.6643482	71	3	86	1384	1.027027	84.7322	7.209568	2	4	1	1	4.63472898822964
648	0	172702.5	6734422.5	865.7503198	21.61578	155.89713	-0.03883268	2.014995337	-0.9590581	0.28320947	54	1	108	805	1.3414634	115.2479	10.249747	2	5	1	1	3.2188758248682
649	0	216687.5	6756812.5	795.1347974	24.943491	152.6932	-0.10116427	0.539909959	-0.047100365	-0.99889016	67	1	141	891	1.2571429	148.1222	12.428033	1	4	0	5	2.30258509299405
650	0	196422.5	6756242.5	817.3730713	23.500725	169.4936	-1.3066182	0.29769814	0.93837374	0.3456222	87	1	187	1414	1.3658537	159.4088	9.147657	3	5	1	1	9.67790352568256
651	0	222542.5	6699542.5	735.1891333	25.30545	146.43904	3.046623	-2.525837898	-0.8084144	-0.5886138	32	1	84	987	1.4042553	150.1501	11.744569	1	4	0	5	3.2188758248682
652	0	143247.5	6736462.5	732.2133179	24.293093	167.18472	-0.17616402	2.259041071	0.7935598	-0.60849226	98	1	216	910	1.1612903	131.7011	12.917786	2	4	1	1	4.77068462446567
653	0	120487.5	6788687.5	742.4337329	21.043135	155.37198	0.74696463	-3.111140966	0.94179606	0.33618465	92	3	124	939	1.1395348	124.4787	6.560809	3	4	0	1	7.13169851046691
654	0	194842.5	6726377.5	730.4968921	28.382025	144.50526	2.521723	-0.332339525	-0.9834891	-0.1809675	87	2	174	854	1.2380953	129.5049	13.979154	3	4	1	1	8.21716859576607
656	0	207957.5	6832962.5	818.4821802	20.182873	153.92767	-2.2258697	0.632304072	-0.4043039	0.9146247	62	1	138	538	1.3061224	127.134796	12.9419365	3	2	0	1	2.94443897916644
657	0	114252.5	6786092.5	776.8396069	31.37321	155.78226	2.9357755	-6.951812267	-0.96672744	-0.2558087	100	3	102	1715	1.0806452	111.1008	8.604827	1	4	0	5	5.72031177660741
658	0	149812.5	6860422.5	798.8957007	32.710728	153.50504	1.2101781	-1.236882448	-0.488459	0.87258685	98	3	102	2044	1.3103448	73.9458	11.701981	2	4	0	1	3.76120011569356
659	0	233337.5	6733237.5	510.8574817	25.245441	153.83255	0.93859655	1.077278137	0.6468574	0.762611	100	1	150	1726	1.2820513	177.4118	9.746556	1	4	0	5	4.79579054559674
661	0	213097.5	6701207.5	534.0104053	34.278103	141.37648	0.26252285	1.125950575	0.99675643	0.08047733	65	1	107	991	1.2727273	126.823204	11.148416	2	4	0	1	2.56494935746154
663	0	225817.5	6856447.5	962.6496606	29.8767	117.39825	-6.207867	1.322659969	-0.568556	-0.82264453	85	3	74	2161	1.4318181	102.1147	10.309676	1	4	1	5	4.91265488573605
664	0	232782.5	6722302.5	293.1725269	21.602278	157.09587	4.862481	-1.350536466	-0.8963808	-0.4432849	48	2	155	658	1.3103448	152.6303	13.771367	2	4	1	1	2.83321334405622
665	0	252257.5	6714492.5	276.0444763	30.665857	144.02899	-1.6350269	-1.152663589	-0.6717144	0.7408102	65	1	178	959	1.6428572	126.071	13.9815235	2	4	1	1	1.38629436111989
666	0	205102.5	6669192.5	272.9705798	33.5605	110.52099	-7.806951	4.223932743	-0.9000527	0.43578097	70	1	164	931	1.4871795	102.2065	11.898062	1	4	0	5	3.3322045101752
667	0	211397.5	6659132.5	189.7755048	34.530823	109.29192	-2.7908173	-1.966144323	-0.7052716	-0.70893717	56	2	171	102	1.7142857	81.7457	11.530279	1	3	1	5	3.29583686600433
668	0	234742.5	6765442.5	343.8394727	27.322247	121.23279	6.5797763	1.023057699	0.4573775	-0.88927263	64	2	135	657	1.2702702	125.2344	12.996971	1	5	0	5	6.33150184989369
669	0	282037.5	6727672.5	526.9585815	28.888401	135.2179	3.68414	-1.752041578	0.9510657	0.30898863	0	1	0	0	1.4166666	141.9996	15.388105	2	2	1	1	8.41516046585109
670	0	253832.5	6690147.5	442.1462964	33.067566	131.03165	0.51518726	-0.539324462	-0.60410964	0.7969012	100	3	143	1994	1.6944444	120.773796	14.628342	1	1	0	5	3.49650756146648
671	0	99647.5	6810192.5	501.7575269	29.80213	135.49335	-1.977199	0.900457263	0.7047229	-0.7094827	100	2	192	1229	1	84.638	7.325418	2	4	1	1	5.53338948872752
672	0	228297.5	6699182.5	318.9706738	34.643173	146.39944	-0.24939518	4.554271698	0.84564215	-0.5337503	79	2	200	492	1.5333333	145.8	12.130195	1	4	1	5	4.68213122712422
673	0	111067.5	6790142.5	775.1709253	30.882269	162.75412	-0.66011775	-2.788272142	-0.1005861	-0.99492836	93	3	94	1607	1.0847458	104.9071	6.9813023	1	3	0	5	4.87519732320115
674	0	205292.5	6875847.5	467.6063611	34.52264	156.46526	1.3144393	-0.181131944	-0.78826195	-0.6153398	78	1	223	525	1.7857143	87.6919	7.5014257	3	4	0	1	2.39789527279837
675	0	208807.5	6751987.5	558.8010596	35.186523	163.08994	2.0033355	-1.102016091	0.2605388	-0.9654634	68	2	215	25	1.5172414	144.4802	9.666986	3	4	1	1	4.26267987704132
679	0	99597.5	6798662.5	1029.335537	39.119335	153.19728	-1.2387712	-2.852726221	0.4518035	-0.8921175	57	3	57	758	1.0701754	92.3476	8.8193655	1	4	0	5	8.69801362208393
683	0	206737.5	6883017.5	1019.960278	27.533875	149.5346	-1.7188954	0.315420985	-0.92696947	-0.37513682	76	3	64	2064	1.5217391	92.4637	10.0576105	3	4	0	1	5.73979291217923
692	0	159517.5	6780922.5	1025.371953	32.750366	157.024	1.6874402	-0.509639919	0.8498416	0.5270382	64	3	90	900	1.2063493	164.48169	12.319943	3	2	1	1	2.63905732961526
696	0	217667.5	6691657.5	376.5259045	22.07097	136.13907	-0.92367846	0.299866498	0.046164464	-0.99893385	68	2	155	462	1.4444444	117.5456	15.587016	2	4	0	1	2.94443897916644
697	0	242472.5	6748722.5	472.3850769	21.759113	142.90942	-0.85154784	1.255502939	-0.9864699	-0.1639423	0	3	0	0	1.2195122	152.7223	15.374748	3	2	1	1	5.47227067367148
698	0	195612.5	6715197.5	470.7057983	21.739014	132.01234	-1.452893	2.380129337	-0.87763995	-0.4793205	82	1	192	139	1.2195122	100.6828	12.354882	2	4	1	1	2.30258509299405
699	0	82737.5	6773507.5	556.7356396	51.79304	103.44156	0.9823705	2.677526712	0.22162129	-0.9751328	14	3	25	450	0.890625	70.1864	9.52612	1	4	0	5	2.19722457733622
700	0	186612.5	6778222.5	491.6858594	39.262825	129.65285	4.721114	-0.788143754	0.9999944	0.003341506	85	1	215	741	1.4	110.682	17.565252	2	2	0	1	4.54329478227
701	0	176202.5	6781047.5	869.2285669	23.927767	138.82538	-0.45678875	0.107068673	0.50054234	0.86571205	96	1	170	1272	1.4722222	112.5296	17.065134	3	2	1	1	7.5522372875608
702	0	262772.5	6856912.5	599.2884937	34.972248	146.31581	-0.22255592	1.342727304	0.9753974	0.22045396	96	1	213	968	1.5277778	119.9643	13.61213	3	5	1	1	8.43750042250699
703	0	261327.5	6699012.5	654.5305762	33.616043	131.52335	6.1289544	-4.290889263	-0.8926209	-0.4508081	93	1	138	1674	1.7555555	121.8618	19.602821	3	4	1	1	4.15888308335967
704	0	276227.5	6714752.5	483.2804309	21.576294	134.5153	1.6932255	-1.375661254	-0.1958628	-0.9806313	95	1	199	1693	1.6285714	138.8111	10.9573	2	4	1	1	7.69984240739699
