ID	landslide	x	y	elevation	slope	relprecip	profcurv	plancurv	aspect_sin	aspect_cos	groundwater	precip	max_precip_3h	deposit_thickness	bedrock2	landforms2	deposit2	LogFlow
615	0	183912.5	6879367.5	675.8337549	34.364594	177.84169	3.2324321	-7.297616482	0.9954322	-0.095470995	1.7241379	115.0916	11.903923	3	2	0	1	3.29583686600433
616	0	207997.5	6860322.5	710.4384326	31.924284	179.84557	2.53114	-1.969592452	0.2790804	0.9602677	1.6896552	128.7835	14.953653	2	2	0	1	6.00635315960173
617	0	201262.5	6886662.5	817.6902954	32.54128	179.50443	-1.1072546	0.341807872	-0.5147095	0.85736465	1.7096775	94.793	8.688206	3	3	0	1	8.06274790108635
618	0	135582.5	6733907.5	738.3717383	31.856457	161.16321	0.042210903	1.649701118	0.5459166	0.8378395	1.1555556	128.253	12.906811	2	4	1	1	3.93182563272433
619	0	220822.5	6740342.5	628.0710449	26.45021	150.35329	-4.794667	5.804131985	-0.9896602	0.14343166	1.2820513	157.8642	8.077465	2	4	1	1	3.87120101090789
620	0	159142.5	6739702.5	676.0683325	34.86217	162.43735	-1.32246	0.596036017	0.2769155	-0.9608943	1.4193548	127.0593	9.334294	2	4	1	1	4.83628190695148
621	0	231087.5	6709232.5	371.4128125	27.60101	155.70634	-9.828846	2.735269785	-0.982387	0.18685772	1.6363636	157.432	13.510798	2	4	1	1	5.78996017089725
622	0	238432.5	6736447.5	478.978551	23.56989	152.41895	-1.2073272	0.613180578	-0.5590358	-0.8291435	1.25	172.8051	12.24685	3	4	1	1	5.14749447681345
623	0	170077.5	6729692.5	672.9033984	24.96707	154.42542	2.3722045	-1.205139279	-0.058746196	-0.99827296	1.5555556	120.881	10.052314	3	4	1	1	3.25809653802148
624	0	157727.5	6739152.5	702.1170532	35.259678	163.30505	1.6356744	-6.689296246	0.58629537	-0.8100974	1.3170732	126.7292	9.457698	3	4	0	1	6.43294009273918
625	0	143842.5	6737137.5	723.0270435	29.645765	165.16284	0.5618789	-0.16119726	0.61759305	-0.78649783	1.2666667	129.935	12.971813	1	4	1	5	5.09375020080676
626	0	212872.5	6855052.5	497.2715503	43.202194	178.19331	7.0041213	0.95576185	-0.96736103	-0.2534021	1.6428572	127.7258	10.746732	2	4	0	5	5.31320597904179
627	0	243082.5	6731222.5	489.0318298	31.784904	153.94397	3.8571162	-0.956887603	0.91761434	-0.39747187	1.2972972	149.6722	13.226672	2	4	1	1	6.76619171466035
628	0	113312.5	6787022.5	725.9394165	34.530598	157.78053	0.9030867	-5.15175724	-0.78156453	-0.62382436	1.122807	108.0003	8.23793	1	4	0	5	4.63472898822964
629	0	158757.5	6796957.5	569.4112036	25.937662	158.94095	0.013525645	0.335615486	-0.9056967	-0.42392632	1.4411764	133.968	12.16798	2	4	0	1	3.52636052461616
630	0	211022.5	6760597.5	432.6670825	32.60013	156.0127	-7.421086	4.811565399	0.94909567	0.31498796	1.3793104	144.8831	12.342598	2	4	0	1	5.95583736946483
631	0	120307.5	6791027.5	549.3497144	22.577295	157.32187	1.8560672	0.819534004	-0.99983126	0.018371036	1.0294118	115.2358	6.808827	3	4	0	2	2.30258509299405
632	0	262127.5	6859467.5	521.2020825	25.380327	150.5111	0.6947549	0.727245092	0.99972284	0.023541378	1.4814814	120.9605	14.475486	3	4	1	1	2.19722457733622
633	0	165817.5	6751237.5	529.3303491	29.582827	145.09196	-5.8537364	-4.158892632	-0.11948471	-0.99283606	1.5	118.469604	7.788206	3	4	1	1	8.61086566727887
634	0	226497.5	6737462.5	505.5924146	29.27518	150.77725	5.675808	0.933962405	-0.32071295	0.94717646	1.2368422	164.9018	8.386564	3	4	1	1	12.9393992141831
635	0	221262.5	6739362.5	539.7139453	35.9002	150.26242	-7.252356	3.284811974	0.98905575	0.1475422	1.1621622	160.1825	8.246807	2	4	1	1	2.94443897916644
636	0	176987.5	6734342.5	548.046377	22.51149	152.981	1.8363764	-0.014541513	-0.91392905	-0.40587395	1.6666666	107.0213	10.8350315	2	4	1	1	4.65396035015752
637	0	118502.5	6790997.5	538.0102759	23.6113	158.4754	-2.54188	-0.220747158	-0.19789594	0.98022306	1.0877193	117.43919	6.652338	3	4	0	4	1.94591014905531
638	0	210087.5	6765852.5	690.1416626	26.130787	151.43683	4.6374593	-0.412697017	-0.974187	-0.22574235	1.3571428	143.424	16.72707	2	4	0	1	7.22183582528845
639	0	225847.5	6704577.5	704.2085303	26.149473	152.16046	0.005780557	0.15125908	0.99758	-0.069528036	1.462963	169.054	15.651019	2	4	1	1	2.89037175789616
640	0	211217.5	6765857.5	881.0470459	29.331194	150.41393	-9.179084	6.183640957	-0.4545589	-0.8907167	1.3111111	144.0209	17.581017	2	5	0	1	2.484906649788
641	0	207137.5	6759842.5	714.0945386	32.181877	160.69221	4.7851214	1.809769869	0.31438625	-0.94929516	1.3947369	152.7435	11.372759	3	5	1	1	3.36729582998647
642	0	106167.5	6791382.5	650.8475635	33.211044	163.15407	0.06489991	1.376003385	-0.07526934	-0.99716324	1.06	95.9717	7.0470085	3	3	0	4	6.58063913728495
643	0	142567.5	6803532.5	768.2257251	25.113691	160.23538	1.4757776	-2.004349232	0.524606	0.8513451	1.2826087	110.352104	8.890334	2	2	0	1	4.88280192258637
644	0	226557.5	6740397.5	678.5359961	30.80763	148.93562	-14.100649	6.949907303	0.9110214	0.41235906	1.2954545	169.7385	8.915291	2	4	0	1	1.6094379124341
645	0	166847.5	6738717.5	833.8057471	24.882338	158.70663	0.81497973	-0.570762455	0.40925172	0.9124215	1.3255814	128.1902	9.568035	2	4	1	1	8.11102783819368
646	0	214622.5	6859867.5	822.8165283	22.134655	164.32198	2.3710966	-4.469889641	-0.98665017	-0.1628542	1.6129032	117.0122	13.107898	1	2	0	5	10.7944194499434
647	0	148912.5	6923142.5	882.0223706	22.838585	152.8708	-0.9760915	2.240031481	-0.74742323	-0.6643482	1.027027	84.7322	7.209568	2	4	1	1	4.63472898822964
648	0	172702.5	6734422.5	865.7503198	21.61578	155.89713	-0.03883268	2.014995337	-0.9590581	0.28320947	1.3414634	115.2479	10.249747	2	5	1	1	3.2188758248682
649	0	216687.5	6756812.5	795.1347974	24.943491	152.6932	-0.10116427	0.539909959	-0.047100365	-0.99889016	1.2571429	148.1222	12.428033	1	4	0	5	2.30258509299405
650	0	196422.5	6756242.5	817.3730713	23.500725	169.4936	-1.3066182	0.29769814	0.93837374	0.3456222	1.3658537	159.4088	9.147657	3	5	1	1	9.67790352568256
651	0	222542.5	6699542.5	735.1891333	25.30545	146.43904	3.046623	-2.525837898	-0.8084144	-0.5886138	1.4042553	150.1501	11.744569	1	4	0	5	3.2188758248682
652	0	143247.5	6736462.5	732.2133179	24.293093	167.18472	-0.17616402	2.259041071	0.7935598	-0.60849226	1.1612903	131.7011	12.917786	2	4	1	1	4.77068462446567
653	0	120487.5	6788687.5	742.4337329	21.043135	155.37198	0.74696463	-3.111140966	0.94179606	0.33618465	1.1395348	124.4787	6.560809	3	4	0	1	7.13169851046691
654	0	194842.5	6726377.5	730.4968921	28.382025	144.50526	2.521723	-0.332339525	-0.9834891	-0.1809675	1.2380953	129.5049	13.979154	3	4	1	1	8.21716859576607
655	0	165372.5	6725767.5	763.0824292	23.752802	157.52725	1.979823	-0.625059783	0.67731434	-0.73569375	1.4411764	130.1312	10.384539	3	4	1	1	4.15888308335967
656	0	207957.5	6832962.5	818.4821802	20.182873	153.92767	-2.2258697	0.632304072	-0.4043039	0.9146247	1.3061224	127.134796	12.9419365	3	2	0	1	2.94443897916644
657	0	114252.5	6786092.5	776.8396069	31.37321	155.78226	2.9357755	-6.951812267	-0.96672744	-0.2558087	1.0806452	111.1008	8.604827	1	4	0	5	5.72031177660741
658	0	149812.5	6860422.5	798.8957007	32.710728	153.50504	1.2101781	-1.236882448	-0.488459	0.87258685	1.3103448	73.9458	11.701981	2	4	0	1	3.76120011569356
659	0	233337.5	6733237.5	510.8574817	25.245441	153.83255	0.93859655	1.077278137	0.6468574	0.762611	1.2820513	177.4118	9.746556	1	4	0	5	4.79579054559674
660	0	205842.5	6837957.5	752.1466162	38.025116	164.60764	-6.0155263	4.927696228	0.48288813	0.87568206	1.3421053	134.4632	11.6145525	3	2	1	1	7.63723438878947
661	0	213097.5	6701207.5	534.0104053	34.278103	141.37648	0.26252285	1.125950575	0.99675643	0.08047733	1.2727273	126.823204	11.148416	2	4	0	1	2.56494935746154
662	0	269052.5	6913487.5	928.7068604	25.875082	114.45806	1.7145021	1.894394636	-0.9892407	-0.14629692	1.3703704	93.4214	11.040073	2	2	1	1	6.21660610108486
663	0	225817.5	6856447.5	962.6496606	29.8767	117.39825	-6.207867	1.322659969	-0.568556	-0.82264453	1.4318181	102.1147	10.309676	1	4	1	5	4.91265488573605
664	0	232782.5	6722302.5	293.1725269	21.602278	157.09587	4.862481	-1.350536466	-0.8963808	-0.4432849	1.3103448	152.6303	13.771367	2	4	1	1	2.83321334405622
665	0	252257.5	6714492.5	276.0444763	30.665857	144.02899	-1.6350269	-1.152663589	-0.6717144	0.7408102	1.6428572	126.071	13.9815235	2	4	1	1	1.38629436111989
666	0	205102.5	6669192.5	272.9705798	33.5605	110.52099	-7.806951	4.223932743	-0.9000527	0.43578097	1.4871795	102.2065	11.898062	1	4	0	5	3.3322045101752
667	0	211397.5	6659132.5	189.7755048	34.530823	109.29192	-2.7908173	-1.966144323	-0.7052716	-0.70893717	1.7142857	81.7457	11.530279	1	3	1	5	3.29583686600433
668	0	234742.5	6765442.5	343.8394727	27.322247	121.23279	6.5797763	1.023057699	0.4573775	-0.88927263	1.2702702	125.2344	12.996971	1	5	0	5	6.33150184989369
669	0	282037.5	6727672.5	526.9585815	28.888401	135.2179	3.68414	-1.752041578	0.9510657	0.30898863	1.4166666	141.9996	15.388105	2	2	1	1	8.41516046585109
670	0	253832.5	6690147.5	442.1462964	33.067566	131.03165	0.51518726	-0.539324462	-0.60410964	0.7969012	1.6944444	120.773796	14.628342	1	1	0	5	3.49650756146648
671	0	99647.5	6810192.5	501.7575269	29.80213	135.49335	-1.977199	0.900457263	0.7047229	-0.7094827	1	84.638	7.325418	2	4	1	1	5.53338948872752
672	0	228297.5	6699182.5	318.9706738	34.643173	146.39944	-0.24939518	4.554271698	0.84564215	-0.5337503	1.5333333	145.8	12.130195	1	4	1	5	4.68213122712422
673	0	111067.5	6790142.5	775.1709253	30.882269	162.75412	-0.66011775	-2.788272142	-0.1005861	-0.99492836	1.0847458	104.9071	6.9813023	1	3	0	5	4.87519732320115
674	0	205292.5	6875847.5	467.6063611	34.52264	156.46526	1.3144393	-0.181131944	-0.78826195	-0.6153398	1.7857143	87.6919	7.5014257	3	4	0	1	2.39789527279837
675	0	208807.5	6751987.5	558.8010596	35.186523	163.08994	2.0033355	-1.102016091	0.2605388	-0.9654634	1.5172414	144.4802	9.666986	3	4	1	1	4.26267987704132
676	0	104897.5	6793372.5	1022.92012	32.762928	162.50807	-0.20195301	0.78104502	0.9085008	0.41788307	0.9866667	95.1856	5.9152603	3	4	0	1	5.32300997913841
677	0	86127.5	6790012.5	1109.928286	33.87535	139.58055	-0.78522813	2.183306932	0.98976403	0.14271356	0.8765432	97.1584	8.360228	2	2	1	1	3.91202300542815
678	0	169082.5	6930722.5	1186.341504	30.164936	143.17453	-5.481193	1.931990623	0.9853355	-0.17062801	0.9217391	100.7166	6.271183	1	4	1	5	5.26785815906333
679	0	99597.5	6798662.5	1029.335537	39.119335	153.19728	-1.2387712	-2.852726221	0.4518035	-0.8921175	1.0701754	92.3476	8.8193655	1	4	0	5	8.69801362208393
680	0	185002.5	6885052.5	946.8478369	35.88825	176.74239	-1.1787412	-5.434561729	0.960032	0.2798904	1.6428572	128.2874	9.919214	3	2	0	2	2.89037175789616
681	0	134867.5	6779722.5	1413.968037	34.425003	139.05736	2.2025118	-1.563835979	0.27907047	0.96027064	0.9310345	134.6568	8.482952	1	4	0	5	1.79175946922805
682	0	138847.5	6780032.5	1193.894912	26.91086	144.83246	0.9797846	0.494804144	0.3846701	-0.9230541	0.97402596	140.0631	9.126858	2	4	0	1	3.40119738166216
683	0	206737.5	6883017.5	1019.960278	27.533875	149.5346	-1.7188954	0.315420985	-0.92696947	-0.37513682	1.5217391	92.4637	10.0576105	3	4	0	1	5.73979291217923
684	0	188512.5	6754492.5	1089.549585	31.51735	165.22354	4.934219	-1.694374681	0.5671542	0.8236116	1.1929824	146.51079	11.313461	2	4	1	1	5.33271879326537
685	0	116432.5	6807227.5	1260.153257	42.807888	155.80539	-7.693346	2.040872812	-0.8767322	-0.48097897	1.0752689	157.72751	9.089226	1	4	0	5	5.30330490805908
686	0	106372.5	6784107.5	1227.27812	28.226088	152.8749	0.7655545	1.438191175	-0.8242099	0.56628436	0.972973	96.048996	8.697984	2	4	0	3	3.3322045101752
687	0	105707.5	6792502.5	1191.025142	38.042282	163.28743	3.3352804	-0.752297699	0.34894577	-0.9371429	1.0517242	94.9586	6.2756095	1	3	0	5	10.4668107452599
688	0	202087.5	6874562.5	1183.326973	30.370108	174.88072	-0.9334825	1.833744049	0.7860948	-0.61810595	1.5217391	96.2211	8.4696455	3	4	1	3	4.38202663467388
689	0	191897.5	6845597.5	1115.753291	37.21836	178.79045	-1.5274857	-1.438032508	0.95149875	0.30765253	1.2413793	186.6828	13.275433	1	3	1	5	5.78074351579233
690	0	141647.5	6921022.5	1058.943921	32.41306	143.37215	4.081683	-5.32222271	0.794023	0.6078877	0.86538464	70.843	10.493314	1	4	1	5	4.81218435537242
691	0	145602.5	6917992.5	1016.671028	37.256702	163.88681	-3.2563112	0.218971953	0.3613295	0.9324382	0.9456522	84.270905	11.157646	1	4	0	5	3.40119738166216
692	0	159517.5	6780922.5	1025.371953	32.750366	157.024	1.6874402	-0.509639919	0.8498416	0.5270382	1.2063493	164.48169	12.319943	3	2	1	1	2.63905732961526
693	0	141987.5	6870557.5	1193.606572	29.315172	151.0658	-2.5899112	-0.501434684	-0.31166872	0.95019084	1.1311475	89.3712	8.858605	2	2	0	1	3.91202300542815
694	0	204102.5	6881722.5	1064.12042	37.698837	160.8288	-0.3110086	0.713893771	0.7593308	-0.6507048	1.6153846	96.0219	9.066444	2	4	0	1	5.4510384535657
695	0	277997.5	6872157.5	915.6665112	21.1856	136.08113	-3.835781	1.75660181	0.8550727	0.51850814	1.3392857	127.343796	14.209931	3	4	0	1	5.71373280550937
696	0	217667.5	6691657.5	376.5259045	22.07097	136.13907	-0.92367846	0.299866498	0.046164464	-0.99893385	1.4444444	117.5456	15.587016	2	4	0	1	2.94443897916644
697	0	242472.5	6748722.5	472.3850769	21.759113	142.90942	-0.85154784	1.255502939	-0.9864699	-0.1639423	1.2195122	152.7223	15.374748	3	2	1	1	5.47227067367148
698	0	195612.5	6715197.5	470.7057983	21.739014	132.01234	-1.452893	2.380129337	-0.87763995	-0.4793205	1.2195122	100.6828	12.354882	2	4	1	1	2.30258509299405
699	0	82737.5	6773507.5	556.7356396	51.79304	103.44156	0.9823705	2.677526712	0.22162129	-0.9751328	0.890625	70.1864	9.52612	1	4	0	5	2.19722457733622
700	0	186612.5	6778222.5	491.6858594	39.262825	129.65285	4.721114	-0.788143754	0.9999944	0.003341506	1.4	110.682	17.565252	2	2	0	1	4.54329478227
701	0	176202.5	6781047.5	869.2285669	23.927767	138.82538	-0.45678875	0.107068673	0.50054234	0.86571205	1.4722222	112.5296	17.065134	3	2	1	1	7.5522372875608
702	0	262772.5	6856912.5	599.2884937	34.972248	146.31581	-0.22255592	1.342727304	0.9753974	0.22045396	1.5277778	119.9643	13.61213	3	5	1	1	8.43750042250699
703	0	261327.5	6699012.5	654.5305762	33.616043	131.52335	6.1289544	-4.290889263	-0.8926209	-0.4508081	1.7555555	121.8618	19.602821	3	4	1	1	4.15888308335967
704	0	276227.5	6714752.5	483.2804309	21.576294	134.5153	1.6932255	-1.375661254	-0.1958628	-0.9806313	1.6285714	138.8111	10.9573	2	4	1	1	7.69984240739699
705	0	215842.5	6864862.5	484.2145654	30.712124	146.47801	0.23834285	1.896604538	-0.10940646	-0.9939971	1.5789474	103.095695	10.362457	3	4	0	1	3.2188758248682
706	0	182017.5	6785452.5	513.3948291	21.231653	130.53552	-2.9032357	2.693556309	0.941924	-0.3358261	1.5	103.2153	15.884414	3	2	1	1	5.24702407216049
707	0	163902.5	6703647.5	773.563252	31.653847	124.828896	-2.861178	-1.333843946	-0.9977039	0.06772672	1.1590909	105.4571	6.936516	1	5	1	5	6.80239476332431
708	0	218022.5	6838242.5	397.5062769	27.635025	141.55768	1.4034586	-0.712391019	0.67115825	-0.74131405	1.1923077	108.0923	12.119399	2	5	0	1	3.46573590279973
709	0	190927.5	6765427.5	757.3026123	30.226957	150.5349	2.435625	-2.955742121	-0.760581	-0.649243	1.4473684	128.0824	14.097321	3	4	1	1	1.6094379124341
710	0	280352.5	6868537.5	610.8332593	34.017487	133.78006	0.063747466	-4.543137074	-0.74776655	-0.66396177	1.4	112.4031	13.015421	3	4	1	1	3.80666248977032
711	0	179057.5	6730837.5	707.5133618	36.00858	145.8563	-1.475353	0.261590362	-0.8009456	-0.5987371	1.3846154	104.1357	9.902791	2	5	0	1	4.14313472639153
712	0	172162.5	6789962.5	568.607959	28.431309	141.42448	0.28591168	-0.485504329	0.9998651	0.016425423	1.4166666	112.4112	17.488745	2	2	0	1	4.58496747867057
713	0	212567.5	6742352.5	504.0729395	37.80935	157.29706	-4.356643	4.434313774	-0.768354	-0.64002514	1.2647059	155.42009	10.002805	2	4	1	1	6.30627528694802
714	0	141692.5	6929022.5	447.0929419	28.58649	122.1526	1.1426686	-0.324294239	0.9034442	0.4287058	1.2	68.7874	7.7092338	3	4	0	1	2.94443897916644
715	0	112987.5	6813042.5	460.6293225	25.19143	143.24564	-1.2275437	0.912705243	-0.9567964	0.29075864	1.2222222	101.8662	9.935729	3	4	0	4	2.89037175789616
716	0	229752.5	6804717.5	624.9128198	36.427124	118.70168	-6.1950645	3.125140667	0.7205767	0.69337523	1.35	138.3092	14.407896	2	4	1	1	4.20469261939097
717	0	209082.5	6694947.5	435.0049927	29.561995	130.58824	-0.71980596	0.096785858	0.9855549	0.16935626	1.3589743	122.8139	16.34503	2	4	1	1	2.484906649788
718	0	175277.5	6784977.5	523.1522534	23.741198	139.70761	-0.06063525	-2.397764206	0.39036414	0.92066056	1.46875	108.4008	16.896154	2	2	1	1	6.34212141872115
719	0	178497.5	6730597.5	473.4882043	26.131126	146.21005	2.579821	-0.609890878	-0.81387794	-0.58103585	1.6190476	102.4664	9.902791	2	4	1	1	6.35957386867238
720	0	200287.5	6704152.5	357.5557544	23.012959	123.320015	5.4200454	-0.701863706	-0.20924318	0.9778636	1.3428571	117.9168	14.117014	2	4	1	1	3.63758615972639
721	0	219292.5	6842207.5	518.0091992	35.496044	140.0591	1.1168737	-2.436007023	0.943914	-0.33019146	1.24	101.7096	11.212436	1	4	0	5	5.51745289646471
722	0	215282.5	6694537.5	590.8417456	28.789362	137.65659	20.6293	-6.371385098	0.6092365	0.7929886	1.3333334	120.0099	16.01728	1	4	0	5	4.06044301054642
723	0	171767.5	6793277.5	492.8774512	30.843346	138.14569	-1.3386517	0.667378604	-0.21737692	-0.97608775	1.4285715	105.3542	14.974835	3	5	1	1	4.88280192258637
724	0	223772.5	6739567.5	544.1959863	27.408525	149.6847	-2.178223	-0.450322509	0.9992541	-0.03861604	1.3	165.875	7.9057646	2	4	1	1	6.19440539110467
725	0	220672.5	6740402.5	607.2821313	29.879833	150.35329	1.4218196	-0.323688209	-0.8121035	-0.5835134	1.2820513	157.8642	8.077465	3	4	1	1	2.56494935746154
726	0	179002.5	6720422.5	597.9461743	33.4785	133.82384	-1.1817281	-1.100907803	0.99679804	0.07996068	1.5	112.0767	10.925017	3	4	1	1	2.30258509299405
727	0	219767.5	6851352.5	555.3166382	31.55899	147.50966	0.24101417	-0.415118635	-0.6859069	0.7276894	1.3157895	110.7444	11.618876	2	2	0	5	2.99573227355399
728	0	252572.5	6716537.5	426.2538538	25.878162	144.93196	-0.85668385	3.879038811	-0.8902245	0.45552206	1.6764706	134.5014	14.005619	2	4	1	1	1.38629436111989
729	0	225602.5	6757002.5	486.9634229	28.66991	137.51675	3.478318	-0.312848926	-0.008696057	-0.9999622	1.3414634	142.3215	18.494545	2	2	1	1	5.10594547390058
730	0	174732.5	6742462.5	516.140957	21.057621	153.78133	-4.1807127	1.248574257	-0.97786343	-0.20924428	1.7391304	116.4972	9.826779	2	5	1	1	3.55534806148941
731	0	147632.5	6859827.5	674.6486719	22.888817	140.3855	-1.9835387	2.104068756	-0.8767259	0.48099026	1.3333334	79.1069	10.705096	3	4	0	1	8.65903991564447
732	0	219902.5	6735177.5	283.4594397	26.332342	152.44029	0.9450914	-1.133565784	-0.9564628	-0.29185432	1.2666667	149.68181	10.312077	3	4	1	1	5.55295958492162
733	0	210697.5	6759972.5	502.6051514	26.190306	157.87755	1.7662327	-2.651985168	0.5105981	-0.8598195	1.3939394	149.2456	11.727958	2	4	1	1	3.49650756146648
734	0	274417.5	6730847.5	224.5057629	31.271866	154.23293	6.4189873	0.474258363	0.9536966	0.30077028	1.3793104	137.32721	15.673789	3	4	1	1	2.19722457733622
735	0	115002.5	6793077.5	444.6007422	35.071632	163.03294	-6.954931	1.865367293	0.9930875	0.1173764	1.030303	92.101395	5.9540753	2	4	0	1	4.26267987704132
736	0	229647.5	6753102.5	353.6662183	36.489567	138.15923	-0.6947046	0.715051293	0.27181974	0.96234816	1.0344827	144.5887	17.92093	3	2	0	4	7.35115822643069
737	0	215967.5	6735822.5	338.5060168	29.586596	153.37065	0.4426543	0.745662153	0.1741451	-0.98472	1.2692307	155.8934	10.613773	1	4	0	5	4.31748811353631
738	0	225427.5	6730522.5	186.50716	21.67856	154.31133	7.3286138	-0.567716956	-0.96766794	-0.25222751	1.2222222	155.1241	11.843191	2	4	1	1	6.07304453410041
739	0	210837.5	6693757.5	235.6927631	22.933125	131.10185	1.1005185	0.32225427	0.8097426	0.5867852	1.3333334	122.4739	17.005909	3	4	1	1	2.83321334405622
740	0	230787.5	6806517.5	488.6878699	35.705086	119.821304	3.546529	-11.37058067	0.8551708	-0.5183463	1.3611112	137.5315	13.971624	3	4	0	1	6.19236248947487
741	0	186047.5	6713412.5	489.1136304	22.232008	125.34255	0.005550447	0.25527212	0.75483394	0.6559159	1.3333334	97.9833	10.129317	3	4	1	1	4.77068462446567
742	0	195682.5	6710392.5	303.189574	36.660515	125.60848	-2.656313	0.441870779	0.8630997	0.5050336	1.3076923	110.2593	11.912253	1	3	0	5	2.99573227355399
743	0	147177.5	6766772.5	665.7029565	20.25118	118.85403	6.0767937	-3.089261055	-0.80058944	-0.59921324	1.4	117.8808	8.901072	3	4	0	1	5.15329159449778
744	0	215327.5	6703197.5	267.4168054	25.579632	145.06015	4.1773944	-3.717117548	0.9989017	0.04685505	1.4117647	132.2093	9.595075	3	2	0	1	2.63905732961526
745	0	215212.5	6848142.5	297.2448376	23.858936	165.78204	-0.44796056	1.280882239	0.3171423	-0.94837797	1.4666667	122.025604	9.786202	2	4	0	5	2.484906649788
746	0	236457.5	6728942.5	456.3335962	27.357113	155.74924	1.4716953	0.23206155	0.99999964	0.000820235	1.3157895	170.6281	12.136109	2	4	1	1	3.46573590279973
747	0	212677.5	6725102.5	428.5721301	34.538498	149.09975	1.4406477	2.922146797	-0.91225815	-0.40961576	1.2368422	158.1789	14.346822	2	4	0	1	5.6937321388027
748	0	226247.5	6849232.5	1211.886182	22.218107	105.324196	0.49708328	-0.844889402	-0.99775594	-0.06695549	1.2711865	98.5088	13.4927025	2	2	1	1	6.04973345523196
749	0	119957.5	6903622.5	1377.148809	35.97106	109.141174	0.601263	-3.10738945	-0.82197535	-0.5695231	0.75555557	63.4282	5.6685686	1	4	0	5	4.81218435537242
750	0	135192.5	6771312.5	1180.803809	26.559925	117.8548	-0.7482445	3.431228161	0.9999548	0.009504846	1.0793651	113.4339	10.697817	3	4	0	4	2.89037175789616
751	0	216022.5	6901667.5	1316.952876	31.989853	115.971954	1.5895414	-0.113427341	0.10572773	-0.99439514	1.375	82.6769	8.136173	3	2	1	1	1.94591014905531
752	0	184557.5	6938362.5	1087.645845	33.753307	115.82229	0.058513675	-1.142384768	0.9705679	-0.2408276	1.0148149	99.3833	7.679597	2	2	1	1	3.04452243772342
753	0	194432.5	6947297.5	1009.700105	45.816795	110.021904	-1.0203258	-0.80006218	0.7486339	-0.66298366	1.091954	66.514	6.4813857	1	4	0	5	4.34380542185368
754	0	129832.5	6821187.5	1183.537256	23.418257	123.08371	-2.840566	-0.288417399	0.75998056	0.6499458	0.9191919	125.9615	8.016302	2	4	0	1	6.69826805411541
755	0	223377.5	6922197.5	1570.927266	22.134914	119.08102	-0.85278684	3.912428141	0.035596743	0.9993662	1.1486486	96.613396	11.179119	2	2	0	1	4.47733681447821
756	0	234267.5	6770637.5	414.0955322	32.899998	117.18101	1.3803709	2.099252701	-0.755299	-0.6553804	1.3055556	120.0594	13.777688	1	2	1	5	3.46573590279973
757	0	272862.5	6706167.5	388.3326514	26.242792	125.17398	2.0849805	-2.059052706	0.732944	0.680289	1.6857142	132.6629	18.146183	3	4	1	1	2.19722457733622
758	0	284012.5	6873342.5	443.6026831	35.200283	117.25254	3.4898822	-0.023565069	0.52448523	-0.85141957	1.2916666	95.0066	8.589929	3	4	0	2	1.94591014905531
759	0	252012.5	6681192.5	519.7719287	26.101748	118.02943	-4.3551497	-0.525989592	-0.9867081	-0.16250275	1.6304348	122.5646	15.845998	3	3	1	1	9.93711573351611
760	0	194952.5	6946547.5	451.9240112	36.61619	110.64953	-0.19743964	-1.949973822	0.85640997	-0.5162964	1.3275862	67.4285	6.1336784	2	4	0	1	4.55387689160054
761	0	212172.5	6678627.5	461.165542	28.221031	118.83553	9.583353	-0.899713099	-0.999768	0.02153851	1.3658537	108.9611	12.8565	1	5	0	5	3.89182029811063
763	0	60312.5	6729727.5	666.9973022	52.399036	106.95673	-2.33539	2.669609785	0.75331944	0.65765476	0.8358209	82.2839	3.893703	1	4	1	5	5.58724865840025
764	0	186802.5	6775977.5	597.8127637	42.742317	131.68617	0.7512771	-2.704640865	0.906677	-0.42182556	1.4	110.555	15.668325	1	2	1	5	4.35670882668959
765	0	78877.5	6777607.5	513.686134	55.52336	106.54315	41.097607	-16.91747284	-0.6232438	0.7820276	0.8472222	60.4815	9.489443	1	4	0	5	12.7675324465137
766	0	78687.5	6779267.5	508.8455151	38.403976	110.61794	-0.56238043	0.624963343	-0.95481867	0.29718903	0.9137931	64.2548	11.171637	2	4	1	3	7.02908756414966
767	0	78622.5	6800332.5	533.100332	42.876152	121.81768	-1.2970998	0.753505647	0.3857999	0.92258245	0.96363634	67.9949	9.0884495	1	4	0	5	5.81413053182507
768	0	261862.5	6686942.5	442.9816418	31.49143	121.505844	-3.3440237	-2.19224143	-0.3650488	-0.9309884	1.6363636	119.1641	20.11914	1	4	0	5	6.78784498230958
769	0	228077.5	6775857.5	527.2504639	36.452393	116.39485	7.065855	10.70093346	-0.8626068	-0.50587493	1.3571428	136.8028	14.023651	3	2	0	1	13.4906941277388
770	0	203212.5	6827472.5	719.1579956	27.038774	141.11244	2.4655807	-4.196235657	0.034727655	-0.9993968	1.3243244	124.4798	11.797627	3	2	1	1	3.2188758248682
771	0	279952.5	6709617.5	572.0748364	28.638325	118.71049	-2.5996783	1.274061918	0.8964565	0.44313174	1.8444444	131.5252	11.680598	3	4	1	1	4.26267987704132
772	0	231017.5	6761122.5	451.0544836	34.485886	126.756775	0.54823714	0.964008629	0.75752485	-0.65280634	1.2	135.2944	22.681736	3	5	1	1	5.08140436498446
